year,total_filesize
2017,0.33181080874055624
2018,0.243782177567482
2019,0.1579414140433073
2020,0.7035445747897029
2021,39.0065777534619
2022,143.19756380468607
2023,308.13667554873973
2024,29.345651196315885
2025,291.66935208439827
